@relation  coil2000
@attribute MOSTYPE integer[1,41]
@attribute MAANTHUI integer[1,10]
@attribute MGEMOMV integer[1,6]
@attribute MGEMLEEF integer[1,6]
@attribute MOSHOOFD integer[1,10]
@attribute MGODRK integer[0,9]
@attribute MGODPR integer[0,9]
@attribute MGODOV integer[0,5]
@attribute MGODGE integer[0,9]
@attribute MRELGE integer[0,9]
@attribute MRELSA integer[0,7]
@attribute MRELOV integer[0,9]
@attribute MFALLEEN integer[0,9]
@attribute MFGEKIND integer[0,9]
@attribute MFWEKIND integer[0,9]
@attribute MOPLHOOG integer[0,9]
@attribute MOPLMIDD integer[0,9]
@attribute MOPLLAAG integer[0,9]
@attribute MBERHOOG integer[0,9]
@attribute MBERZELF integer[0,5]
@attribute MBERBOER integer[0,9]
@attribute MBERMIDD integer[0,9]
@attribute MBERARBG integer[0,9]
@attribute MBERARBO integer[0,9]
@attribute MSKA integer[0,9]
@attribute MSKB1 integer[0,9]
@attribute MSKB2 integer[0,9]
@attribute MSKC integer[0,9]
@attribute MSKD integer[0,9]
@attribute MHHUUR integer[0,9]
@attribute MHKOOP integer[0,9]
@attribute MAUT1 integer[0,9]
@attribute MAUT2 integer[0,9]
@attribute MAUT0 integer[0,9]
@attribute MZFONDS integer[0,9]
@attribute MZPART integer[0,9]
@attribute MINKM30 integer[0,9]
@attribute MINK3045 integer[0,9]
@attribute MINK4575 integer[0,9]
@attribute MINK7512 integer[0,9]
@attribute MINK123M integer[0,9]
@attribute MINKGEM integer[0,9]
@attribute MKOOPKLA integer[1,8]
@attribute PWAPART integer[0,3]
@attribute PWABEDR integer[0,6]
@attribute PWALAND integer[0,4]
@attribute PPERSAUT integer[0,9]
@attribute PBESAUT integer[0,7]
@attribute PMOTSCO integer[0,7]
@attribute PVRAAUT integer[0,9]
@attribute PAANHANG integer[0,5]
@attribute PTRACTOR integer[0,7]
@attribute PWERKT integer[0,6]
@attribute PBROM integer[0,6]
@attribute PLEVEN integer[0,9]
@attribute PPERSONG integer[0,6]
@attribute PGEZONG integer[0,3]
@attribute PWAOREG integer[0,7]
@attribute PBRAND integer[0,8]
@attribute PZEILPL integer[0,3]
@attribute PPLEZIER integer[0,6]
@attribute PFIETS integer[0,1]
@attribute PINBOED integer[0,6]
@attribute PBYSTAND integer[0,5]
@attribute AWAPART integer[0,2]
@attribute AWABEDR integer[0,5]
@attribute AWALAND integer[0,1]
@attribute APERSAUT integer[0,12]
@attribute ABESAUT integer[0,5]
@attribute AMOTSCO integer[0,8]
@attribute AVRAAUT integer[0,4]
@attribute AAANHANG integer[0,3]
@attribute ATRACTOR integer[0,6]
@attribute AWERKT integer[0,6]
@attribute ABROM integer[0,3]
@attribute ALEVEN integer[0,8]
@attribute APERSONG integer[0,1]
@attribute AGEZONG integer[0,1]
@attribute AWAOREG integer[0,2]
@attribute ABRAND integer[0,7]
@attribute AZEILPL integer[0,1]
@attribute APLEZIER integer[0,2]
@attribute AFIETS integer[0,4]
@attribute AINBOED integer[0,2]
@attribute ABYSTAND integer[0,2]
@attribute CARAVAN{0,1}
@inputs MOSTYPE,MAANTHUI,MGEMOMV,MGEMLEEF,MOSHOOFD,MGODRK,MGODPR,MGODOV,MGODGE,MRELGE,MRELSA,MRELOV,MFALLEEN,MFGEKIND,MFWEKIND,MOPLHOOG,MOPLMIDD,MOPLLAAG,MBERHOOG,MBERZELF,MBERBOER,MBERMIDD,MBERARBG,MBERARBO,MSKA,MSKB1,MSKB2,MSKC,MSKD,MHHUUR,MHKOOP,MAUT1,MAUT2,MAUT0,MZFONDS,MZPART,MINKM30,MINK3045,MINK4575,MINK7512,MINK123M,MINKGEM,MKOOPKLA,PWAPART,PWABEDR,PWALAND,PPERSAUT,PBESAUT,PMOTSCO,PVRAAUT,PAANHANG,PTRACTOR,PWERKT,PBROM,PLEVEN,PPERSONG,PGEZONG,PWAOREG,PBRAND,PZEILPL,PPLEZIER,PFIETS,PINBOED,PBYSTAND,AWAPART,AWABEDR,AWALAND,APERSAUT,ABESAUT,AMOTSCO,AVRAAUT,AAANHANG,ATRACTOR,AWERKT,ABROM,ALEVEN,APERSONG,AGEZONG,AWAOREG,ABRAND,AZEILPL,APLEZIER,AFIETS,AINBOED,ABYSTAND
@outputs CARAVAN
@data
34.0, 2.0, 3.0, 2.0, 8.0, 0.0, 7.0, 0.0, 2.0, 7.0, 2.0, 0.0, 0.0, 4.0, 5.0, 0.0, 2.0, 7.0, 0.0, 2.0, 0.0, 2.0, 4.0, 2.0, 0.0, 0.0, 4.0, 5.0, 0.0, 2.0, 7.0, 5.0, 4.0, 0.0, 9.0, 0.0, 0.0, 5.0, 4.0, 0.0, 0.0, 4.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
13.0, 2.0, 4.0, 3.0, 3.0, 0.0, 4.0, 2.0, 4.0, 8.0, 1.0, 1.0, 1.0, 3.0, 6.0, 1.0, 7.0, 2.0, 4.0, 0.0, 0.0, 3.0, 3.0, 0.0, 1.0, 3.0, 3.0, 3.0, 0.0, 1.0, 8.0, 8.0, 0.0, 1.0, 4.0, 5.0, 0.0, 5.0, 4.0, 0.0, 0.0, 4.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0
33.0, 1.0, 3.0, 3.0, 8.0, 0.0, 6.0, 1.0, 2.0, 6.0, 0.0, 3.0, 2.0, 3.0, 5.0, 1.0, 2.0, 6.0, 1.0, 0.0, 1.0, 4.0, 2.0, 4.0, 1.0, 2.0, 2.0, 5.0, 2.0, 2.0, 7.0, 7.0, 0.0, 2.0, 7.0, 2.0, 0.0, 4.0, 5.0, 0.0, 0.0, 4.0, 3.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
40.0, 1.0, 3.0, 3.0, 10.0, 0.0, 3.0, 0.0, 6.0, 9.0, 0.0, 0.0, 0.0, 4.0, 5.0, 2.0, 0.0, 7.0, 2.0, 0.0, 5.0, 0.0, 2.0, 0.0, 2.0, 1.0, 5.0, 3.0, 0.0, 2.0, 7.0, 7.0, 2.0, 0.0, 7.0, 2.0, 4.0, 2.0, 4.0, 0.0, 0.0, 3.0, 3.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
31.0, 1.0, 4.0, 2.0, 7.0, 0.0, 9.0, 0.0, 0.0, 5.0, 0.0, 4.0, 0.0, 0.0, 9.0, 0.0, 0.0, 9.0, 0.0, 0.0, 2.0, 0.0, 3.0, 5.0, 0.0, 4.0, 0.0, 5.0, 0.0, 9.0, 0.0, 3.0, 2.0, 4.0, 7.0, 2.0, 9.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
33.0, 2.0, 2.0, 3.0, 8.0, 0.0, 7.0, 1.0, 2.0, 5.0, 1.0, 4.0, 4.0, 1.0, 5.0, 0.0, 2.0, 7.0, 0.0, 0.0, 1.0, 2.0, 6.0, 1.0, 0.0, 2.0, 1.0, 7.0, 1.0, 8.0, 1.0, 5.0, 1.0, 4.0, 8.0, 1.0, 5.0, 3.0, 2.0, 0.0, 0.0, 3.0, 3.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
24.0, 2.0, 2.0, 2.0, 5.0, 1.0, 3.0, 2.0, 4.0, 2.0, 4.0, 3.0, 3.0, 3.0, 3.0, 2.0, 5.0, 3.0, 2.0, 0.0, 0.0, 5.0, 3.0, 0.0, 2.0, 1.0, 4.0, 4.0, 0.0, 5.0, 4.0, 7.0, 0.0, 2.0, 9.0, 0.0, 5.0, 3.0, 2.0, 0.0, 0.0, 3.0, 2.0, 2.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
23.0, 1.0, 2.0, 2.0, 5.0, 2.0, 4.0, 2.0, 4.0, 7.0, 1.0, 2.0, 6.0, 0.0, 3.0, 1.0, 8.0, 0.0, 3.0, 0.0, 0.0, 1.0, 1.0, 5.0, 0.0, 3.0, 6.0, 1.0, 0.0, 6.0, 3.0, 7.0, 1.0, 2.0, 6.0, 3.0, 4.0, 4.0, 2.0, 0.0, 0.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
33.0, 1.0, 4.0, 3.0, 8.0, 1.0, 4.0, 1.0, 5.0, 8.0, 1.0, 1.0, 1.0, 2.0, 7.0, 2.0, 2.0, 6.0, 3.0, 1.0, 1.0, 2.0, 4.0, 1.0, 3.0, 1.0, 1.0, 5.0, 1.0, 4.0, 5.0, 5.0, 4.0, 1.0, 7.0, 2.0, 4.0, 2.0, 4.0, 0.0, 1.0, 4.0, 3.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
38.0, 1.0, 2.0, 3.0, 9.0, 0.0, 5.0, 2.0, 2.0, 4.0, 2.0, 4.0, 4.0, 4.0, 3.0, 1.0, 3.0, 5.0, 2.0, 1.0, 0.0, 3.0, 2.0, 3.0, 2.0, 2.0, 1.0, 3.0, 2.0, 6.0, 3.0, 6.0, 1.0, 3.0, 8.0, 1.0, 4.0, 3.0, 3.0, 0.0, 0.0, 3.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
13.0, 2.0, 4.0, 3.0, 3.0, 0.0, 4.0, 2.0, 4.0, 8.0, 1.0, 1.0, 1.0, 3.0, 6.0, 1.0, 7.0, 2.0, 4.0, 0.0, 0.0, 3.0, 3.0, 0.0, 1.0, 3.0, 3.0, 3.0, 0.0, 1.0, 8.0, 8.0, 0.0, 1.0, 4.0, 5.0, 0.0, 5.0, 4.0, 0.0, 0.0, 4.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
8.0, 1.0, 3.0, 2.0, 2.0, 2.0, 4.0, 1.0, 4.0, 6.0, 1.0, 3.0, 1.0, 4.0, 5.0, 2.0, 5.0, 2.0, 2.0, 2.0, 0.0, 3.0, 1.0, 3.0, 3.0, 2.0, 2.0, 3.0, 1.0, 6.0, 3.0, 7.0, 1.0, 2.0, 6.0, 3.0, 3.0, 4.0, 3.0, 0.0, 0.0, 3.0, 7.0, 2.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 2.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 4.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0
7.0, 1.0, 3.0, 2.0, 2.0, 0.0, 7.0, 2.0, 0.0, 7.0, 2.0, 0.0, 0.0, 6.0, 3.0, 2.0, 7.0, 0.0, 2.0, 0.0, 0.0, 7.0, 0.0, 0.0, 2.0, 3.0, 4.0, 0.0, 0.0, 0.0, 9.0, 7.0, 2.0, 0.0, 7.0, 2.0, 0.0, 6.0, 3.0, 0.0, 0.0, 4.0, 6.0, 2.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
33.0, 2.0, 3.0, 3.0, 8.0, 0.0, 2.0, 3.0, 5.0, 6.0, 3.0, 0.0, 0.0, 3.0, 6.0, 0.0, 1.0, 8.0, 0.0, 0.0, 0.0, 1.0, 6.0, 3.0, 0.0, 1.0, 1.0, 8.0, 0.0, 3.0, 6.0, 6.0, 3.0, 0.0, 9.0, 0.0, 3.0, 5.0, 2.0, 1.0, 0.0, 3.0, 3.0, 2.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0
24.0, 1.0, 3.0, 3.0, 5.0, 1.0, 5.0, 1.0, 3.0, 6.0, 1.0, 2.0, 0.0, 0.0, 9.0, 0.0, 0.0, 9.0, 2.0, 1.0, 1.0, 2.0, 3.0, 2.0, 0.0, 0.0, 5.0, 4.0, 0.0, 9.0, 0.0, 6.0, 1.0, 3.0, 7.0, 2.0, 4.0, 5.0, 0.0, 0.0, 0.0, 3.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
11.0, 1.0, 3.0, 3.0, 3.0, 2.0, 7.0, 0.0, 0.0, 9.0, 0.0, 0.0, 2.0, 3.0, 4.0, 0.0, 5.0, 4.0, 5.0, 0.0, 0.0, 4.0, 0.0, 1.0, 1.0, 2.0, 4.0, 2.0, 2.0, 1.0, 8.0, 7.0, 2.0, 0.0, 7.0, 2.0, 2.0, 4.0, 3.0, 0.0, 1.0, 4.0, 6.0, 2.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1
8.0, 1.0, 3.0, 3.0, 2.0, 1.0, 4.0, 1.0, 4.0, 6.0, 1.0, 2.0, 2.0, 3.0, 5.0, 2.0, 4.0, 3.0, 3.0, 1.0, 1.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 0.0, 4.0, 5.0, 6.0, 2.0, 1.0, 4.0, 5.0, 2.0, 2.0, 4.0, 1.0, 1.0, 5.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
33.0, 1.0, 2.0, 4.0, 8.0, 0.0, 5.0, 0.0, 4.0, 8.0, 0.0, 1.0, 1.0, 7.0, 2.0, 2.0, 2.0, 6.0, 2.0, 0.0, 3.0, 2.0, 2.0, 2.0, 2.0, 1.0, 3.0, 4.0, 1.0, 6.0, 3.0, 6.0, 0.0, 3.0, 7.0, 2.0, 4.0, 2.0, 3.0, 1.0, 0.0, 4.0, 3.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
3.0, 1.0, 3.0, 3.0, 1.0, 2.0, 7.0, 0.0, 0.0, 7.0, 1.0, 2.0, 1.0, 3.0, 5.0, 0.0, 4.0, 5.0, 2.0, 1.0, 0.0, 3.0, 2.0, 3.0, 1.0, 3.0, 2.0, 4.0, 1.0, 0.0, 9.0, 6.0, 2.0, 2.0, 5.0, 4.0, 0.0, 5.0, 3.0, 1.0, 0.0, 4.0, 6.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
38.0, 1.0, 3.0, 3.0, 9.0, 0.0, 5.0, 1.0, 3.0, 7.0, 1.0, 2.0, 3.0, 2.0, 5.0, 1.0, 3.0, 6.0, 2.0, 1.0, 1.0, 2.0, 3.0, 3.0, 1.0, 1.0, 1.0, 5.0, 2.0, 5.0, 4.0, 5.0, 2.0, 2.0, 7.0, 2.0, 4.0, 4.0, 1.0, 1.0, 1.0, 3.0, 4.0, 2.0, 0.0, 0.0, 6.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1
36.0, 1.0, 2.0, 4.0, 8.0, 1.0, 5.0, 1.0, 3.0, 6.0, 0.0, 3.0, 4.0, 3.0, 3.0, 1.0, 3.0, 5.0, 2.0, 1.0, 0.0, 3.0, 3.0, 2.0, 1.0, 1.0, 2.0, 5.0, 2.0, 5.0, 4.0, 6.0, 0.0, 3.0, 6.0, 3.0, 3.0, 3.0, 2.0, 1.0, 0.0, 3.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
38.0, 1.0, 4.0, 2.0, 9.0, 0.0, 4.0, 0.0, 5.0, 8.0, 0.0, 1.0, 1.0, 1.0, 8.0, 1.0, 4.0, 5.0, 1.0, 0.0, 0.0, 2.0, 0.0, 7.0, 1.0, 2.0, 2.0, 5.0, 1.0, 8.0, 1.0, 5.0, 4.0, 1.0, 8.0, 1.0, 5.0, 4.0, 0.0, 0.0, 0.0, 2.0, 4.0, 2.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
39.0, 1.0, 3.0, 3.0, 9.0, 2.0, 4.0, 1.0, 3.0, 8.0, 0.0, 1.0, 1.0, 5.0, 4.0, 1.0, 4.0, 4.0, 1.0, 0.0, 0.0, 6.0, 1.0, 3.0, 0.0, 3.0, 2.0, 4.0, 0.0, 5.0, 4.0, 5.0, 2.0, 3.0, 6.0, 3.0, 2.0, 4.0, 3.0, 1.0, 0.0, 4.0, 5.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
33.0, 2.0, 3.0, 3.0, 8.0, 0.0, 4.0, 0.0, 5.0, 7.0, 0.0, 2.0, 2.0, 1.0, 6.0, 0.0, 2.0, 7.0, 0.0, 0.0, 0.0, 3.0, 6.0, 0.0, 0.0, 1.0, 1.0, 6.0, 2.0, 4.0, 5.0, 5.0, 2.0, 3.0, 8.0, 1.0, 3.0, 4.0, 2.0, 0.0, 0.0, 3.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
25.0, 1.0, 2.0, 3.0, 6.0, 0.0, 5.0, 1.0, 4.0, 3.0, 2.0, 5.0, 5.0, 3.0, 3.0, 2.0, 3.0, 4.0, 1.0, 1.0, 0.0, 4.0, 2.0, 3.0, 1.0, 4.0, 1.0, 3.0, 2.0, 7.0, 2.0, 6.0, 1.0, 3.0, 8.0, 1.0, 5.0, 3.0, 2.0, 0.0, 0.0, 3.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
20.0, 1.0, 2.0, 3.0, 5.0, 1.0, 4.0, 2.0, 3.0, 6.0, 2.0, 2.0, 2.0, 4.0, 3.0, 1.0, 2.0, 6.0, 1.0, 0.0, 0.0, 3.0, 2.0, 4.0, 1.0, 1.0, 1.0, 6.0, 2.0, 9.0, 0.0, 7.0, 2.0, 2.0, 8.0, 1.0, 3.0, 3.0, 3.0, 1.0, 0.0, 4.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
11.0, 1.0, 2.0, 4.0, 3.0, 0.0, 7.0, 0.0, 2.0, 6.0, 0.0, 3.0, 4.0, 2.0, 4.0, 3.0, 3.0, 3.0, 4.0, 0.0, 2.0, 0.0, 4.0, 1.0, 3.0, 0.0, 2.0, 5.0, 0.0, 1.0, 8.0, 3.0, 0.0, 6.0, 7.0, 2.0, 4.0, 3.0, 2.0, 2.0, 0.0, 4.0, 6.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0
